,IATA,ICAO,Airline,Call sign,Country,Comments
2044,CT,CAT,Civil Air Transport,Mandarin,Taiwan,defunct
2045,,CIA,Civil Aviation Authority,CALIMERA,Slovakia,
2046,,CIV,Civil Aviation Authority of New Zealand,CIVAIR,New Zealand,
2047,,CBA,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic,
2048,,FMC,Claessens International Limited,CLAESSENS,United Kingdom,
2049,,CLK,Clark Aviation,CLARKAIR,United States,
2050,,CSF,Clasair,CALEDONIAN,United Kingdom,
2051,,CLY,Clay Lacy Aviation,CLAY-LACY,United States,
2052,,CGK,Click Airways,CLICK AIR,Kyrgyzstan,
2053,,CLZ,Cloud 9 Air Charters,CLOUDLINE,South Africa,
2054,,CLD,Clowes Estates Limited,CLOWES,United Kingdom,
2055,,SDJ,Club 328,SPACEJET,United Kingdom,
2056,6P,ISG,Club Air,CLUBAIR,Italy,
2057,BX,CST,Coast Air,COAST CENTER,Norway,
2058,DQ,,Coastal Air,U.S. Virgin Islands,United States,
2059,,TCL,Coastal Air Transport,TRANS COASTAL,United States,Escape Aviation
2060,,CNG,Coastal Airways,SID-AIR,United States,
2061,,CSV,Coastal Travels,COASTAL TRAVEL,Tanzania,
2062,,CHL,Cohlmia Aviation,COHLMIA,United States,
2063,,OLR,Colaéreos,COLAEREOS,Ecuador,
2064,,CLE,Colemill Enterprises,COLEMILL,United States,
2065,9L,CJC,Colgan Air,COLGAN,United States,
2066,,CAE,Colibri Aviation,HUMMINGBIRD,Canada,
2067,YD,CAT,Cologne Air Transport GmbH,,Germany,defunct since 1996
2068,,CCX,Colt International,,United States,
2069,,WCO,Columbia Helicopters,COLUMBIA HELI,United States,
2070,,KLR,Columbus Air Transport,KAY-LER,United States,
2071,,GHP,Colvin Aviation,GRASSHOPPER EX,United States,
2072,OH,COM,Comair,COMAIR,United States,
2073,MN,CAW,Comair,COMMERCIAL,South Africa,
2074,,GCM,Comair Flight Services,GLOBECOM,South Africa,
2075,,CDE,Comed Group,COMEX,United Kingdom,
2076,,CVV,Comeravia,COMERAVIA,Venezuela,
2077,,CRS,Comercial Aérea,COMERCIAL AEREA,Mexico,
2078,,CMG,Comet Airlines,SUNSPY,Nigeria,
2079,,FYN,Comfort Air,FLYNN,Germany,
2080,,CMJ,Comfort Jet Services,COMFORT JET,Togo,
2081,,CLA,Comlux Aviation,COMLUX,Switzerland,
2082,,CMH,Commair Aviation,COMMODORE,United Kingdom,
2083,,CTM,Commandement Du Transport Aerien Militaire Francais,COTAM,France,
2084,,CML,Commander Air Charter,COMMANDAIR,Canada,
2085,,CRM,Commander Mexicana,COMMANDERMEX,Mexico,[2]
2086,,CMS,Commercial Aviation,ACCESS,Canada,
2087,,GAR,Commodore Aviation,,Australia,
2088,,CJS,Commonwealth Jet Service,COMMONWEALTH,United States,
2089,C5,UCA,CommutAir,COMMUTAIR,United States,
2090,KR,CWK,Comores Airlines,CONTICOM,Comoros,
2091,,CGR,Compagnia Generale Ripreseaeree,COMPRIP,Italy,
2092,,CMM,Compagnie Aérienne du Mali,CAMALI,Mali,
2093,,CPM,Compagnie Mauritanienne Des Transports,,Mauritania,
2094,,GIC,Compagnie de Bauxites de Guinee,CEBEGE,Guinea,
2095,,AIF,Compañía Aérea de Valencia,,Spain,
2096,,ATF,Compañía Aerotécnicas Fotográficas,AEROTECNICAS,Spain,
2097,,LCT,Compañía De Actividades Y Servicios De Aviación,STELLAIR,Spain,
2098,,EJV,Compania Ejecutiva,EJECUTIVA,Mexico,
2099,,HSE,Compania Helicopteros Del Sureste,HELISURESTE,Spain,
2100,,MDR,Compania Mexicana De Aeroplanos,AEROPLANOS,Mexico,
2101,GJ,MXC,Compania Mexicargo,MEXICARGO,Mexico,
2102,,HSS,Compañía Transportes Aéreos Del Sur,TAS HELICOPTEROS,Spain,
2103,,TAV,Compañía de Servicios Aéreos Tavisa,TAVISA,Spain,
2104,,CYF,Company Flight,COMPANY FLIGHT,Denmark,
2105,CP,CPZ,Compass Airlines,COMPASS ROSE,United States,
2106,,CPS,Compass International Airways,COMPASS,United Kingdom,
2107,,XCO,Compuflight Operations Service,,United States,
2108,,XCS,Compuserve Incorporated,,United States,
2109,,CRC,Conair Aviation,CONAIR-CANADA,Canada,
2110,,COD,Concordavia,CONCORDAVIA,Ukraine,
2111,,CNR,Condor Aero Services,CONAERO,United States,
2112,,CIB,Condor,CONDOR BERLIN,Germany,
2113,DE,CFG,Condor Flugdienst,CONDOR,Germany,
2114,,COF,Confort Air,CONFORT,Canada,
2115,,CAK,Congo Air,,Bahamas,
2116,,CGA,Congressional Air,CONGRESSIONAL,United States,
2117,,ROY,Conifair Aviation,,Canada,
2118,,BSN,Connectair Charters,BASTION,Canada,
2119,,CAC,Conquest Airlines,CONQUEST AIR,United States,
2120,,CXO,Conroe Aviation Services,CONROE AIR,United States,
2121,,VCH,Consorcio Helitec,CONSORCIO HELITEC,Venezuela,
2122,,UZA,Constanta Airline,CONSTANTA,Ukraine,
2123,,KIS,Contactair,CONTACTAIR,Germany,
2124,,XCL,Contel ASC,,United States,
2125,CO,COA,Continental Airlines,CONTINENTAL,United States,ICAO Code and callsign withdrawn
2126,PC,PVV,Continental Airways,CONTAIR,Russia,
2127,CO,,Continental Express,JETLINK,United States,
2128,CS,CMI,Continental Micronesia,AIR MIKE,United States,
2129,,CON,Continental Oil,CONOCO,United States,
2130,V0,VCV,Conviasa,CONVIASA,Venezuela,
2131,,CKA,Cook Inlet Aviation,COOK-AIR,United States,
2132,,SVY,Cooper Aerial Surveys,SURVEYOR,United Kingdom,
2133,CM,CMP,Copa Airlines,COPA,Panama,
2134,,CAT,Copenhagen Air Taxi,AIRCAT,Denmark,
2135,,COP,Copper State Air Service,COPPER STATE,United States,
2136,,AAQ,Copterline,COPTERLINE,Finland,Former name: Copter Action; former callsign: COPTER ACTION
2137,CQ,CCW,Central Charter,CENTRAL CHARTER,Czech Republic,
2138,XC,CAI,Corendon Airlines,CORENDON,Turkey,Turistik Hava Tasimacilik
2139,CD,CND,Corendon Dutch Airlines,DUTCH CORENDON,Netherlands,
2140,,CRA,Coronado Aerolíneas,CORAL,Colombia,
2141,,CPB,Corpac Canada,PENTA,Canada,
2142,,CNC,Corporación Aéreo Cencor,CENCOR,Mexico,
2143,,CPG,Corporacion Aeroangeles,CORPORANG,Mexico,
2144,,CGY,Corporacion Paraguaya De Aeronautica,,Paraguay,
2145,,CPT,Corporate Air,AIR SPUR,United States,
2146,,CPR,Corporate Air,CORPAIR,United States,
2147,,CPO,Corporate Aircraft Company,MOKAN,United States,
2148,,COO,Corporate Airlink,CORPORATE,Canada,
2149,,CKE,Corporate Aviation Services,CHECKMATE,United States,
2150,,VHT,Corporate Flight International,VEGAS HEAT,United States,
2151,,VTE,Corporate Flight Management,VOLUNTEER,United States,
2152,,CJI,Corporate Jets,SEA JET,United States,
2153,SS,CRL,Corsairfly,CORSAIR,France,
2154,XK,CCM,Corse Méditerranée,CORSICA,France,Name changed to Air Corsica
2155,F5,COZ,Cosmic Air,COSMIC AIR,Nepal,
2156,,COT,Costa Airlines,,Venezuela,Callsign was COAIR
2157,,CHI,Cougar Helicopters,COUGAR,Canada,
2158,,MGB,Coulson Flying Service,MOCKINGBIRD,United Kingdom,
2159,,NSW,Country Connection Airlines,,Australia,
2160,,CIK,Country International Airlines,COUNTRY AIR,Kyrgyzstan,Defunct
2161,,CSD,Courier Services,DELIVERY,United States,
2162,,CUT,Court Helicopters,COURT AIR,South Africa,
2163,,OU,Court Line,COURTLINE,United Kingdom,defunct
2164,,CVL,Coval Air,COVAL,Canada,
2165,,COW,COWI,COWI,Denmark,
2166,7C,COY,Coyne Aviation,COYNE AIR,United Kingdom,
2167,,CFD,Cranfield University,AERONAUT,United Kingdom,
2168,,CRE,Cree Airways,CREE AIR,Canada,
2169,,ELM,Crelam,CRELAM,Mexico,
2170,,CAN,Crest Aviation,CREST,United Kingdom,
2171,,KRM,Crimea Universal Avia,TRANS UNIVERSAL,Ukraine,
2172,OU,CTN,Croatia Airlines,CROATIA,Croatia,
2173,,HRZ,Croatian Air Force,CROATIAN AIRFORCE,Croatia,
2174,,CRX,Cross Aviation,CROSSAIR,United Kingdom,
2175,QE,ECC,Crossair Europe,Cigogne,Switzerland,
2176,,CWX,Crow Executive Air,CROW EXPRESS,United States,
2177,,CKR,Crown Air Systems,CROWN AIR,United States,
2178,,CRO,Crown Airways,CROWN AIRWAYS,United States,
2179,,CRW,Crownair,REGAL,Canada,
2180,,VCR,Cruiser Linhas Aéreas,VOE CRUISER,Brazil,
2181,,CTY,Cryderman Air Service,CENTURY,United States,
2182,,CYT,Crystal Shamrock,CRYSTAL-AIR,United States,
2183,,IRO,CSA Air,IRON AIR,United States,
2184,CU,CUB,Cubana de Aviación,CUBANA,Cuba,
2185,,CTF,Cutter Aviation,CUTTER FLIGHT,United States,
2186,,CBL,Cumberland Airways (Nicholson Air Service),CUMBERLAND,United States,
2187,,CTT,Custom Air Transport,CATT,United States,
2188,,RGN,Cygnus Air,CYGNUS AIR,Spain,
2189,,CYC,Cyprair Tours,CYPRAIR,Cyprus,
2190,,CYS,Cypress Airlines,SKYBIRD,Canada,
2191,CY,CYP,Cyprus Airways,CYPRUS,Cyprus,
2192,YK,KYV,Cyprus Turkish Airlines,AIRKIBRIS,Turkey,Ceased operations 2010
2193,,CEF,Czech Air Force,CZECH AIR FORCE,Czech Republic,
2194,,AHD,Czech Air Handling,AIRHANDLING,Czech Republic,
2195,OK,CSA,Czech Airlines,CSA,Czech Republic,
2196,,CIE,Czech Government Flying Service,CZECH REPUBLIC,Czech Republic,
2197,8L,CGP,Cargo Plus Aviation,,United Arab Emirates,
2198,GJ,CDC,CDI Cargo Airlines,HUALONG,China,
2199,,HNL,CHC Helicopters Netherlands,MAPLELEAF,Netherlands,
2200,5Z,KEM,CemAir,CEMAIR,South Africa,
2201,,JLH,Centro de Servicio Aeronautico,CESA,Mexico,
2202,,FCB,Cobalt,NEW AGE,Cyprus,
2203,,CVK,CAVOK Airlines,CARGO LINE,Ukraine,
2204,XG,CLI,Clickair,CLICKJET,Spain,Merge into Vueling
2205,,DJT,Dreamjet,DREAMJET,France,2014[2]
2206,,DPJ,Delta Private Jets,JET CARD,United States,Changed from ELJ/ELITE JET in 2014[11]
2207,,DJR,Desert Jet,DESERT FLIGHT,United States,
2208,,DLC,Dehong South Asian General Aviation,SOARCOPTER,China,Was Ruili Jingcheng Helicopters
2209,,DNS,Dniproaviaservis Company,,Ukraine,
2210,,DRF,Dream Flyers Training Center,,Spain,
2211,,DMF,DMCFLY,DEMLY,Mexico,
2212,,NAU,Danaus Lineas Aereas,DANAUS,Mexico,
2213,,GDF,DF Aviation,,Ukraine,
2214,,DDA,D & D Aviation,DUSTY,United States,
2215,,DNK,D&K Aviation,DIRECT JET,United States,
2216,V5,VPA,DanubeWings,VIP TAXI,Slovakia,Former names VIP Air and VIP Wings
2217,,DHE,DAP Helicopteros,HELIDAP,Chile,
2218,,VLF,DFS UK Limited,VOLANTE,United Kingdom,
2219,WD,DSR,DAS Air Cargo,DAIRAIR,Uganda,
2220,,RKC,DAS Airlines,DAS CONGO,Democratic Republic of the Congo,
2221,DX,DTR,DAT Danish Air Transport,DANISH,Denmark,
2222,,ENT,DAT Enterprise Limited,DATENT,United Kingdom,defunct
2223,,BDN,DERA Boscombe Down,GAUNTLET,United Kingdom,
2224,,DSN,DESNA,DESNA,Ukraine,
2225,,DET,DETA Air,SAMAL,Kazakhstan,
2226,,DGO,DGO Jet,DGO JET,Mexico,
2227,,DAE,DHL Aero Expreso,YELLOW,Panama,
2228,D0,DHK,DHL Air Limited,WORLD EXPRESS,United Kingdom,https://en.wikipedia.org/wiki/DHL_Air_UK
2229,,DHV,DHL Aviation,WORLDSTAR,South Africa,
2230,ES,DHX,DHL International,DILMUN,Bahrain,
2231,L3,JOS,DHL de Guatemala,,Guatemala,
2232,,RSK,DSWA,REDSKIN,United States,
2233,D3,DAO,Daallo Airlines,DALO AIRLINES,Djibouti,
2234,N2,DAG,Dagestan Airlines,DAGAL,Russia,
2235,,DHA,Dahla Airlines,,Democratic Republic of Congo,
2236,,DCS,DC Aviation,TWIN STAR,Germany,
2237,,DCX,Daimler-Chrysler,DAIMLER,United States,
2238,,DKA,Daka,,Kazakhstan,
2239,,DLR,Dala Air Services,DALA AIR,Nigeria,
2240,H8,KHB,Dalavia,DALAVIA,Russia,
2241,,DXP,Dallas Express Airlines,DALLAS EXPRESS,United States,
2242,,DAS,Damascene Airways,AIRDAM,Syrian Arab Republic,
2243,,DSA,Danbury Airways,DANBURY AIRWAYS,United States,
2244,,DOP,Dancopter,DANCOPTER,Denmark,
2245,,DAF,Danish Air Force,DANISH AIRFORCE,Denmark,
2246,DD,DDL,Danish Air Lines,,Denmark,defunct
2247,,DAR,Danish Army,DANISH ARMY,Denmark,
2248,,DNY,Danish Navy,DANISH NAVY,Denmark,
2249,,DNU,Danu Oro Transportas,DANU,Lithuania,
2250,,DRT,Darta,DARTA,France,
2251,0D,DWT,Darwin Airline,DARWIN,Switzerland,
2252,,DSQ,Dasab Airlines,DASAB AIR,Uganda,
2253,,DSH,Dash Air Charter,DASH CHARTER,United States,
2254,,GOB,Dash Aviation,PILGRIM,United Kingdom,
2255,,DGX,Dasnair,DASNA,Switzerland,
2256,,DAB,Dassault Aviation,,France,
2257,,CVF,Dassault Falcon Jet Corporation,CLOVERLEAF,United States,
2258,,DSO,Dassault Falcon Service,DASSAULT,France,
2259,,DTN,Data International,DATA AIR,Sudan,
2260,,XDT,Date Transformation Corp,,United States,
2261,D5,DAU,Dauair,DAUAIR,Germany,
2262,,DCO,David Crawshaw Consultants Limited,,United Kingdom,
2263,,DWN,Dawn Air,DAWN AIR,United States,
2264,,DJS,DayJet,DAYJET,United States,
2265,,DAY,Daya Aviation,DAYA,Sri Lanka,
2266,,DHC,De Havilland,DEHAVILLAND,Canada,
2267,,IAY,Deadalos Flugtbetriebs,IASON,Austria,
2268,,DAA,Decatur Aviation,DECUR,United States,
2269,,DKN,Deccan Charters,DECCAN,India,
2270,,JDC,Deere and Company,JOHN DEERE,United States,
2271,,DWR,Delaware Skyways,DELAWARE,United States,
2272,,DEA,Delta Aerotaxi,JET SERVICE,Italy,
2273,,SNO,Delta Air Charter,SNOWBALL,Canada,
2274,,ELJ,Delta Private Jets,ELITE JET,United States,Changed to DPJ/JET CARD in 2014[11]
2275,DL,DAL,Delta Air Lines,DELTA,United States,
2276,,KMB,Delta Engineering Aviation,KEMBLEJET,United Kingdom,
2277,,DLI,Delta Express International,DELTA EXPRESS,Ukraine,
2278,,DSU,Delta State University,DELTA STATE,United States,
2279,J7,DNM,Denim Air,DENIM,Netherlands,Defunct
2280,,FEC,Denver Express,FALCON EXPRESS,United States,
2281,,DJT,Denver Jet,DENVER JET,United States,
2282,,FGC,Departament d'Agricultura de la Generalitat de Catalunya,FORESTALS,Spain,
2283,,DRY,Deraya Air Taxi,DERAYA,Indonesia,
2284,,DRX,Des R Cargo Express,,Mauritania,
2285,,MIZ,Desarrollo Milaz,MILAZ,Mexico,
2286,,DTY,Destiny Air Services,DESTINY,Sierra Leone,
2287,2A,,Deutsche Bahn,,Germany,
2288,1I,AMB,Deutsche Rettungsflugwacht,CIVIL AIR AMBULANCE,Germany,
2289,,LFO,Deutsches Zentrum fur Luft-und Raumfahrt EV,LUFO,Germany,
2290,,DIS,Di Air,DI AIR,Serbia,
2291,,SPK,Diamond Aviation,SPARKLE,United States,
2292,,DRB,Didier Rousset Buy,DIDIER,Chile,
2293,,DGT,Digital Equipment Corporation,DIGITAL,United States,
